label,class,image,dataset
5,plane,00891.jpg,train
3,oil_gas_field,00892.jpg,train
8,stadium,00893.jpg,train
0,car,00894.jpg,train
2,helicopter,00895.jpg,train
6,runway_mark,00896.jpg,train
5,plane,00897.jpg,train
9,storage_tank,00898.jpg,train
2,helicopter,00899.jpg,train
3,oil_gas_field,00900.jpg,train
0,car,00901.jpg,train
1,harbor,00902.jpg,train
7,ship,00903.jpg,train
2,helicopter,00904.jpg,train
0,car,00905.jpg,train
4,parking_lot,00906.jpg,train
8,stadium,00907.jpg,train
8,stadium,00908.jpg,train
2,helicopter,00909.jpg,train
0,car,00910.jpg,train
6,runway_mark,00911.jpg,train
0,car,00912.jpg,train
2,helicopter,00913.jpg,train
5,plane,00914.jpg,train
3,oil_gas_field,00915.jpg,train
2,helicopter,00916.jpg,train
8,stadium,00917.jpg,train
1,harbor,00918.jpg,train
8,stadium,00919.jpg,train
8,stadium,00920.jpg,train
0,car,00921.jpg,train
0,car,00922.jpg,train
3,oil_gas_field,00923.jpg,train
1,harbor,00924.jpg,train
9,storage_tank,00925.jpg,train
0,car,00926.jpg,train
6,runway_mark,00927.jpg,train
4,parking_lot,00928.jpg,train
8,stadium,00929.jpg,train
0,car,00930.jpg,train
3,oil_gas_field,00931.jpg,train
6,runway_mark,00932.jpg,train
1,harbor,00933.jpg,train
4,parking_lot,00934.jpg,train
3,oil_gas_field,00935.jpg,train
2,helicopter,00936.jpg,train
2,helicopter,00937.jpg,train
7,ship,00938.jpg,train
5,plane,00939.jpg,train
0,car,00940.jpg,train
9,storage_tank,00941.jpg,train
0,car,00942.jpg,train
0,car,00943.jpg,train
9,storage_tank,00944.jpg,train
0,car,00945.jpg,train
9,storage_tank,00946.jpg,train
0,car,00947.jpg,train
2,helicopter,00948.jpg,train
0,car,00949.jpg,train
4,parking_lot,00950.jpg,train
7,ship,00951.jpg,train
5,plane,00952.jpg,train
4,parking_lot,00953.jpg,train
8,stadium,00954.jpg,train
6,runway_mark,00955.jpg,train
1,harbor,00956.jpg,train
5,plane,00957.jpg,train
5,plane,00958.jpg,train
4,parking_lot,00959.jpg,train
3,oil_gas_field,00960.jpg,train
1,harbor,00961.jpg,train
1,harbor,00962.jpg,train
5,plane,00963.jpg,train
8,stadium,00964.jpg,train
9,storage_tank,00965.jpg,train
1,harbor,00966.jpg,train
4,parking_lot,00967.jpg,train
3,oil_gas_field,00968.jpg,train
0,car,00969.jpg,train
1,harbor,00970.jpg,train
9,storage_tank,00971.jpg,train
0,car,00972.jpg,train
4,parking_lot,00973.jpg,train
3,oil_gas_field,00974.jpg,train
8,stadium,00975.jpg,train
0,car,00976.jpg,train
2,helicopter,00977.jpg,train
9,storage_tank,00978.jpg,train
8,stadium,00979.jpg,train
1,harbor,00980.jpg,train
5,plane,00981.jpg,train
3,oil_gas_field,00982.jpg,train
1,harbor,00983.jpg,train
0,car,00984.jpg,train
0,car,00985.jpg,train
3,oil_gas_field,00986.jpg,train
1,harbor,00987.jpg,train
8,stadium,00988.jpg,train
4,parking_lot,00989.jpg,train
4,parking_lot,00990.jpg,train
5,plane,00991.jpg,train
3,oil_gas_field,00992.jpg,train
8,stadium,00993.jpg,train
6,runway_mark,00994.jpg,train
8,stadium,00995.jpg,train
1,harbor,00996.jpg,train
6,runway_mark,00997.jpg,train
1,harbor,00998.jpg,train
8,stadium,00999.jpg,train
9,storage_tank,01000.jpg,train
1,harbor,01001.jpg,train
4,parking_lot,01002.jpg,train
0,car,01003.jpg,train
7,ship,01004.jpg,train
2,helicopter,01005.jpg,train
6,runway_mark,01006.jpg,train
1,harbor,01007.jpg,train
6,runway_mark,01008.jpg,train
5,plane,01009.jpg,train
8,stadium,01010.jpg,train
9,storage_tank,01011.jpg,train
4,parking_lot,01012.jpg,train
1,harbor,01013.jpg,train
3,oil_gas_field,01014.jpg,train
1,harbor,01015.jpg,train
3,oil_gas_field,01016.jpg,train
3,oil_gas_field,01017.jpg,train
3,oil_gas_field,01018.jpg,train
5,plane,01019.jpg,train
0,car,01020.jpg,train
5,plane,01021.jpg,train
2,helicopter,01022.jpg,train
0,car,01023.jpg,train
5,plane,01024.jpg,train
7,ship,01025.jpg,train
3,oil_gas_field,01026.jpg,train
2,helicopter,01027.jpg,train
8,stadium,01028.jpg,train
6,runway_mark,01029.jpg,train
4,parking_lot,01030.jpg,train
6,runway_mark,01031.jpg,train
3,oil_gas_field,01032.jpg,train
0,car,01033.jpg,train
3,oil_gas_field,01034.jpg,train
4,parking_lot,01035.jpg,train
8,stadium,01036.jpg,train
1,harbor,01037.jpg,train
3,oil_gas_field,01038.jpg,train
9,storage_tank,01039.jpg,train
2,helicopter,01040.jpg,train
8,stadium,01041.jpg,train
4,parking_lot,01042.jpg,train
7,ship,01043.jpg,train
7,ship,01044.jpg,train
1,harbor,01045.jpg,train
5,plane,01046.jpg,train
9,storage_tank,01047.jpg,train
3,oil_gas_field,01048.jpg,train
0,car,01049.jpg,train
3,oil_gas_field,01050.jpg,train
7,ship,01051.jpg,train
9,storage_tank,01052.jpg,train
5,plane,01053.jpg,train
6,runway_mark,01054.jpg,train
0,car,01055.jpg,train
8,stadium,01056.jpg,train
9,storage_tank,01057.jpg,train
1,harbor,01058.jpg,train
4,parking_lot,01059.jpg,train
3,oil_gas_field,01060.jpg,train
7,ship,01061.jpg,train
7,ship,01062.jpg,train
4,parking_lot,01063.jpg,train
3,oil_gas_field,01064.jpg,train
9,storage_tank,01065.jpg,train
7,ship,01066.jpg,train
9,storage_tank,01067.jpg,train
8,stadium,01068.jpg,train
0,car,01069.jpg,train
0,car,01070.jpg,train
9,storage_tank,01071.jpg,train
0,car,01072.jpg,train
1,harbor,01073.jpg,train
5,plane,01074.jpg,train
8,stadium,01075.jpg,train
3,oil_gas_field,01076.jpg,train
1,harbor,01077.jpg,train
3,oil_gas_field,01078.jpg,train
3,oil_gas_field,01079.jpg,train
9,storage_tank,01080.jpg,train
9,storage_tank,01081.jpg,train
6,runway_mark,01082.jpg,train
7,ship,01083.jpg,train
2,helicopter,01084.jpg,train
0,car,01085.jpg,train
9,storage_tank,01086.jpg,train
0,car,01087.jpg,train
1,harbor,01088.jpg,train
9,storage_tank,01089.jpg,train
0,car,01090.jpg,train
8,stadium,01091.jpg,train
5,plane,01092.jpg,train
6,runway_mark,01093.jpg,train
4,parking_lot,01094.jpg,train
1,harbor,01095.jpg,train
0,car,01096.jpg,train
9,storage_tank,01097.jpg,train
7,ship,01098.jpg,train
1,harbor,01099.jpg,train
5,plane,01100.jpg,train
9,storage_tank,01101.jpg,train
4,parking_lot,01102.jpg,train
6,runway_mark,01103.jpg,train
2,helicopter,01104.jpg,train
8,stadium,01105.jpg,train
4,parking_lot,01106.jpg,train
7,ship,01107.jpg,train
8,stadium,01108.jpg,train
1,harbor,01109.jpg,train
1,harbor,01110.jpg,train
0,car,01111.jpg,train
5,plane,01112.jpg,train
9,storage_tank,01113.jpg,train
3,oil_gas_field,01114.jpg,train
9,storage_tank,01115.jpg,train
4,parking_lot,01116.jpg,train
9,storage_tank,01117.jpg,train
9,storage_tank,01118.jpg,train
0,car,01119.jpg,train
6,runway_mark,01120.jpg,train
6,runway_mark,01121.jpg,train
7,ship,01122.jpg,train
0,car,01123.jpg,train
8,stadium,01124.jpg,train
1,harbor,01125.jpg,train
0,car,01126.jpg,train
0,car,01127.jpg,train
5,plane,01128.jpg,train
2,helicopter,01129.jpg,train
9,storage_tank,01130.jpg,train
5,plane,01131.jpg,train
8,stadium,01132.jpg,train
2,helicopter,01133.jpg,train
3,oil_gas_field,01134.jpg,train
7,ship,01135.jpg,train
5,plane,01136.jpg,train
1,harbor,01137.jpg,train
3,oil_gas_field,01138.jpg,train
3,oil_gas_field,01139.jpg,train
0,car,01140.jpg,train
3,oil_gas_field,01141.jpg,train
0,car,01142.jpg,train
9,storage_tank,01143.jpg,train
2,helicopter,01144.jpg,train
1,harbor,01145.jpg,train
7,ship,01146.jpg,train
8,stadium,01147.jpg,train
3,oil_gas_field,01148.jpg,train
0,car,01149.jpg,train
2,helicopter,01150.jpg,train
9,storage_tank,01151.jpg,train
8,stadium,01152.jpg,train
6,runway_mark,01153.jpg,train
4,parking_lot,01154.jpg,train
1,harbor,01155.jpg,train
8,stadium,01156.jpg,train
4,parking_lot,01157.jpg,train
3,oil_gas_field,01158.jpg,train
2,helicopter,01159.jpg,train
5,plane,01160.jpg,train
9,storage_tank,01161.jpg,train
4,parking_lot,01162.jpg,train
6,runway_mark,01163.jpg,train
9,storage_tank,01164.jpg,train
5,plane,01165.jpg,train
7,ship,01166.jpg,train
3,oil_gas_field,01167.jpg,train
9,storage_tank,01168.jpg,train
2,helicopter,01169.jpg,train
6,runway_mark,01170.jpg,train
7,ship,01171.jpg,train
8,stadium,01172.jpg,train
7,ship,01173.jpg,train
4,parking_lot,01174.jpg,train
2,helicopter,01175.jpg,train
6,runway_mark,01176.jpg,train
8,stadium,01177.jpg,train
5,plane,01178.jpg,train
5,plane,01179.jpg,train
4,parking_lot,01180.jpg,train
6,runway_mark,01181.jpg,train
7,ship,01182.jpg,train
1,harbor,01183.jpg,train
3,oil_gas_field,01184.jpg,train
8,stadium,01185.jpg,train
8,stadium,01186.jpg,train
7,ship,01187.jpg,train
3,oil_gas_field,01188.jpg,train
1,harbor,01189.jpg,train
5,plane,01190.jpg,train
8,stadium,01191.jpg,train
7,ship,01192.jpg,train
3,oil_gas_field,01193.jpg,train
6,runway_mark,01194.jpg,train
9,storage_tank,01195.jpg,train
0,car,01196.jpg,train
7,ship,01197.jpg,train
0,car,01198.jpg,train
0,car,01199.jpg,train
2,helicopter,01200.jpg,train
4,parking_lot,01201.jpg,train
8,stadium,01202.jpg,train
5,plane,01203.jpg,train
7,ship,01204.jpg,train
8,stadium,01205.jpg,train
4,parking_lot,01206.jpg,train
5,plane,01207.jpg,train
3,oil_gas_field,01208.jpg,train
0,car,01209.jpg,train
5,plane,01210.jpg,train
5,plane,01211.jpg,train
1,harbor,01212.jpg,train
8,stadium,01213.jpg,train
2,helicopter,01214.jpg,train
8,stadium,01215.jpg,train
9,storage_tank,01216.jpg,train
3,oil_gas_field,01217.jpg,train
6,runway_mark,01218.jpg,train
6,runway_mark,01219.jpg,train
5,plane,01220.jpg,train
3,oil_gas_field,01221.jpg,train
6,runway_mark,01222.jpg,train
6,runway_mark,01223.jpg,train
4,parking_lot,01224.jpg,train
5,plane,01225.jpg,train
4,parking_lot,01226.jpg,train
7,ship,01227.jpg,train
5,plane,01228.jpg,train
3,oil_gas_field,01229.jpg,train
7,ship,01230.jpg,train
8,stadium,01231.jpg,train
0,car,01232.jpg,train
0,car,01233.jpg,train
0,car,01234.jpg,train
9,storage_tank,01235.jpg,train
7,ship,01236.jpg,train
9,storage_tank,01237.jpg,train
6,runway_mark,01238.jpg,train
4,parking_lot,01239.jpg,train
5,plane,01240.jpg,train
9,storage_tank,01241.jpg,train
2,helicopter,01242.jpg,train
0,car,01243.jpg,train
1,harbor,01244.jpg,train
1,harbor,01245.jpg,train
8,stadium,01246.jpg,train
7,ship,01247.jpg,train
7,ship,01248.jpg,train
8,stadium,01249.jpg,train
4,parking_lot,01250.jpg,train
9,storage_tank,01251.jpg,train
1,harbor,01252.jpg,train
8,stadium,01253.jpg,train
8,stadium,01254.jpg,train
8,stadium,01255.jpg,train
8,stadium,01256.jpg,train
7,ship,01257.jpg,train
3,oil_gas_field,01258.jpg,train
8,stadium,01259.jpg,train
2,helicopter,01260.jpg,train
5,plane,01261.jpg,train
4,parking_lot,01262.jpg,train
5,plane,01263.jpg,train
2,helicopter,01264.jpg,train
0,car,01265.jpg,train
4,parking_lot,01266.jpg,train
3,oil_gas_field,01267.jpg,train
5,plane,01268.jpg,train
1,harbor,01269.jpg,train
8,stadium,01270.jpg,train
7,ship,01271.jpg,train
6,runway_mark,01272.jpg,train
1,harbor,01273.jpg,train
4,parking_lot,01274.jpg,train
6,runway_mark,01275.jpg,train
3,oil_gas_field,01276.jpg,train
0,car,01277.jpg,train
2,helicopter,01278.jpg,train
2,helicopter,01279.jpg,train
4,parking_lot,01280.jpg,train
3,oil_gas_field,01281.jpg,train
5,plane,01282.jpg,train
0,car,01283.jpg,train
0,car,01284.jpg,train
9,storage_tank,01285.jpg,train
6,runway_mark,01286.jpg,train
9,storage_tank,01287.jpg,train
8,stadium,01288.jpg,train
1,harbor,01289.jpg,train
8,stadium,01290.jpg,train
0,car,01291.jpg,train
9,storage_tank,01292.jpg,train
2,helicopter,01293.jpg,train
5,plane,01294.jpg,train
0,car,01295.jpg,train
9,storage_tank,01296.jpg,train
0,car,01297.jpg,train
0,car,01298.jpg,train
6,runway_mark,01299.jpg,train
4,parking_lot,01300.jpg,train
2,helicopter,01301.jpg,train
8,stadium,01302.jpg,train
0,car,01303.jpg,train
3,oil_gas_field,01304.jpg,train
4,parking_lot,01305.jpg,train
6,runway_mark,01306.jpg,train
6,runway_mark,01307.jpg,train
4,parking_lot,01308.jpg,train
3,oil_gas_field,01309.jpg,train
1,harbor,01310.jpg,train
1,harbor,01311.jpg,train
1,harbor,01312.jpg,train
8,stadium,01313.jpg,train
4,parking_lot,01314.jpg,train
8,stadium,01315.jpg,train
1,harbor,01316.jpg,train
2,helicopter,01317.jpg,train
0,car,01318.jpg,train
2,helicopter,01319.jpg,train
7,ship,01320.jpg,train
0,car,01321.jpg,train
8,stadium,01322.jpg,train
6,runway_mark,01323.jpg,train
9,storage_tank,01324.jpg,train
3,oil_gas_field,01325.jpg,train
7,ship,01326.jpg,train
5,plane,01327.jpg,train
2,helicopter,01328.jpg,train
2,helicopter,01329.jpg,train
2,helicopter,01330.jpg,train
6,runway_mark,01331.jpg,train
4,parking_lot,01332.jpg,train
3,oil_gas_field,01333.jpg,train
4,parking_lot,01334.jpg,train
3,oil_gas_field,01335.jpg,train
1,harbor,01336.jpg,train
6,runway_mark,01337.jpg,train
4,parking_lot,01338.jpg,train
9,storage_tank,01339.jpg,train
8,stadium,01340.jpg,train
5,plane,01341.jpg,train
7,ship,01342.jpg,train
8,stadium,01343.jpg,train
1,harbor,01344.jpg,train
1,harbor,01345.jpg,train
7,ship,01346.jpg,train
3,oil_gas_field,01347.jpg,train
7,ship,01348.jpg,train
9,storage_tank,01349.jpg,train
7,ship,01350.jpg,train
3,oil_gas_field,01351.jpg,train
1,harbor,01352.jpg,train
4,parking_lot,01353.jpg,train
5,plane,01354.jpg,train
0,car,01355.jpg,train
1,harbor,01356.jpg,train
6,runway_mark,01357.jpg,train
0,car,01358.jpg,train
3,oil_gas_field,01359.jpg,train
4,parking_lot,01360.jpg,train
3,oil_gas_field,01361.jpg,train
1,harbor,01362.jpg,train
0,car,01363.jpg,train
5,plane,01364.jpg,train
9,storage_tank,01365.jpg,train
5,plane,01366.jpg,train
4,parking_lot,01367.jpg,train
5,plane,01368.jpg,train
4,parking_lot,01369.jpg,train
3,oil_gas_field,01370.jpg,train
6,runway_mark,01371.jpg,train
1,harbor,01372.jpg,train
3,oil_gas_field,01373.jpg,train
4,parking_lot,01374.jpg,train
0,car,01375.jpg,train
7,ship,01376.jpg,train
5,plane,01377.jpg,train
4,parking_lot,01378.jpg,train
0,car,01379.jpg,train
8,stadium,01380.jpg,train
5,plane,01381.jpg,train
5,plane,01382.jpg,train
6,runway_mark,01383.jpg,train
4,parking_lot,01384.jpg,train
1,harbor,01385.jpg,train
1,harbor,01386.jpg,train
4,parking_lot,01387.jpg,train
2,helicopter,01388.jpg,train
6,runway_mark,01389.jpg,train
9,storage_tank,01390.jpg,train
9,storage_tank,01391.jpg,train
4,parking_lot,01392.jpg,train
5,plane,01393.jpg,train
6,runway_mark,01394.jpg,train
8,stadium,01395.jpg,train
8,stadium,01396.jpg,train
1,harbor,01397.jpg,train
5,plane,01398.jpg,train
0,car,01399.jpg,train
8,stadium,01400.jpg,train
4,parking_lot,01401.jpg,train
7,ship,01402.jpg,train
1,harbor,01403.jpg,train
2,helicopter,01404.jpg,train
5,plane,01405.jpg,train
6,runway_mark,01406.jpg,train
5,plane,01407.jpg,train
9,storage_tank,01408.jpg,train
1,harbor,01409.jpg,train
4,parking_lot,01410.jpg,train
5,plane,01411.jpg,train
0,car,01412.jpg,train
8,stadium,01413.jpg,train
7,ship,01414.jpg,train
3,oil_gas_field,01415.jpg,train
8,stadium,01416.jpg,train
3,oil_gas_field,01417.jpg,train
9,storage_tank,01418.jpg,train
7,ship,01419.jpg,train
7,ship,01420.jpg,train
5,plane,01421.jpg,train
3,oil_gas_field,01422.jpg,train
0,car,01423.jpg,train
1,harbor,01424.jpg,train
9,storage_tank,01425.jpg,train
4,parking_lot,01426.jpg,train
1,harbor,01427.jpg,train
2,helicopter,01428.jpg,train
0,car,01429.jpg,train
9,storage_tank,01430.jpg,train
9,storage_tank,01431.jpg,train
0,car,01432.jpg,train
2,helicopter,01433.jpg,train
9,storage_tank,01434.jpg,train
2,helicopter,01435.jpg,train
1,harbor,01436.jpg,train
6,runway_mark,01437.jpg,train
5,plane,01438.jpg,train
9,storage_tank,01439.jpg,train
4,parking_lot,01440.jpg,train
4,parking_lot,01441.jpg,train
0,car,01442.jpg,train
5,plane,01443.jpg,train
6,runway_mark,01444.jpg,train
3,oil_gas_field,01445.jpg,train
5,plane,01446.jpg,train
1,harbor,01447.jpg,train
1,harbor,01448.jpg,train
8,stadium,01449.jpg,train
6,runway_mark,01450.jpg,train
0,car,01451.jpg,train
0,car,01452.jpg,train
9,storage_tank,01453.jpg,train
2,helicopter,01454.jpg,train
9,storage_tank,01455.jpg,train
5,plane,01456.jpg,train
8,stadium,01457.jpg,train
2,helicopter,01458.jpg,train
8,stadium,01459.jpg,train
9,storage_tank,01460.jpg,train
1,harbor,01461.jpg,train
2,helicopter,01462.jpg,train
5,plane,01463.jpg,train
3,oil_gas_field,01464.jpg,train
5,plane,01465.jpg,train
4,parking_lot,01466.jpg,train
1,harbor,01467.jpg,train
0,car,01468.jpg,train
3,oil_gas_field,01469.jpg,train
3,oil_gas_field,01470.jpg,train
7,ship,01471.jpg,train
1,harbor,01472.jpg,train
9,storage_tank,01473.jpg,train
5,plane,01474.jpg,train
3,oil_gas_field,01475.jpg,train
8,stadium,01476.jpg,train
0,car,01477.jpg,train
4,parking_lot,01478.jpg,train
1,harbor,01479.jpg,train
1,harbor,01480.jpg,train
7,ship,01481.jpg,train
5,plane,01482.jpg,train
6,runway_mark,01483.jpg,train
1,harbor,01484.jpg,train
0,car,01485.jpg,train
5,plane,01486.jpg,train
9,storage_tank,01487.jpg,train
1,harbor,01488.jpg,train
3,oil_gas_field,01489.jpg,train
7,ship,01490.jpg,train
8,stadium,01491.jpg,train
1,harbor,01492.jpg,train
4,parking_lot,01493.jpg,train
4,parking_lot,01494.jpg,train
3,oil_gas_field,01495.jpg,train
1,harbor,01496.jpg,train
5,plane,01497.jpg,train
0,car,01498.jpg,train
5,plane,01499.jpg,train
3,oil_gas_field,01500.jpg,train
6,runway_mark,01501.jpg,train
0,car,01502.jpg,train
5,plane,01503.jpg,train
0,car,01504.jpg,train
4,parking_lot,01505.jpg,train
8,stadium,01506.jpg,train
0,car,01507.jpg,train
5,plane,01508.jpg,train
0,car,01509.jpg,train
6,runway_mark,01510.jpg,train
1,harbor,01511.jpg,train
6,runway_mark,01512.jpg,train
0,car,01513.jpg,train
6,runway_mark,01514.jpg,train
1,harbor,01515.jpg,train
0,car,01516.jpg,train
5,plane,01517.jpg,train
7,ship,01518.jpg,train
6,runway_mark,01519.jpg,train
6,runway_mark,01520.jpg,train
8,stadium,01521.jpg,train
2,helicopter,01522.jpg,train
4,parking_lot,01523.jpg,train
9,storage_tank,01524.jpg,train
0,car,01525.jpg,train
0,car,01526.jpg,train
0,car,01527.jpg,train
7,ship,01528.jpg,train
4,parking_lot,01529.jpg,train
8,stadium,01530.jpg,train
5,plane,01531.jpg,train
6,runway_mark,01532.jpg,train
6,runway_mark,01533.jpg,train
4,parking_lot,01534.jpg,train
0,car,01535.jpg,train
5,plane,01536.jpg,train
7,ship,01537.jpg,train
6,runway_mark,01538.jpg,train
5,plane,01539.jpg,train
9,storage_tank,01540.jpg,train
9,storage_tank,01541.jpg,train
7,ship,01542.jpg,train
1,harbor,01543.jpg,train
3,oil_gas_field,01544.jpg,train
5,plane,01545.jpg,train
6,runway_mark,01546.jpg,train
0,car,01547.jpg,train
7,ship,01548.jpg,train
2,helicopter,01549.jpg,train
7,ship,01550.jpg,train
3,oil_gas_field,01551.jpg,train
1,harbor,01552.jpg,train
8,stadium,01553.jpg,train
7,ship,01554.jpg,train
8,stadium,01555.jpg,train
9,storage_tank,01556.jpg,train
0,car,01557.jpg,train
3,oil_gas_field,01558.jpg,train
3,oil_gas_field,01559.jpg,train
8,stadium,01560.jpg,train
5,plane,01561.jpg,train
9,storage_tank,01562.jpg,train
5,plane,01563.jpg,train
6,runway_mark,01564.jpg,train
0,car,01565.jpg,train
9,storage_tank,01566.jpg,train
8,stadium,01567.jpg,train
2,helicopter,01568.jpg,train
3,oil_gas_field,01569.jpg,train
8,stadium,01570.jpg,train
4,parking_lot,01571.jpg,train
3,oil_gas_field,01572.jpg,train
5,plane,01573.jpg,train
7,ship,01574.jpg,train
7,ship,01575.jpg,train
5,plane,01576.jpg,train
2,helicopter,01577.jpg,train
1,harbor,01578.jpg,train
7,ship,01579.jpg,train
0,car,01580.jpg,train
1,harbor,01581.jpg,train
9,storage_tank,01582.jpg,train
1,harbor,01583.jpg,train
1,harbor,01584.jpg,train
8,stadium,01585.jpg,train
5,plane,01586.jpg,train
6,runway_mark,01587.jpg,train
8,stadium,01588.jpg,train
5,plane,01589.jpg,train
4,parking_lot,01590.jpg,train
3,oil_gas_field,01591.jpg,train
9,storage_tank,01592.jpg,train
4,parking_lot,01593.jpg,train
9,storage_tank,01594.jpg,train
1,harbor,01595.jpg,train
0,car,01596.jpg,train
1,harbor,01597.jpg,train
8,stadium,01598.jpg,train
9,storage_tank,01599.jpg,train
0,car,01600.jpg,train
3,oil_gas_field,01601.jpg,train
9,storage_tank,01602.jpg,train
3,oil_gas_field,01603.jpg,train
